RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(TH7LiftApron.Comms.CommsFault)","36"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH1ExtendedApron.Comms.CommsFault)","37"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH1LiftApron.Comms.CommsFault)","38"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH2ExtendedApron.Comms.CommsFault)","39"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH2LiftApron.Comms.CommsFault)","40"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(B1BlendConveyor.Comms.CommsFault)","41"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(B1BlendTransportFan.Comms.CommsFault)","42"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FS51ReserveSiloFeedroll.Comms.CommsFault)","43"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FOFeedroll.Comms.CommsFault)","44"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FOOutfeedFan.Comms.CommsFault)","45"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FS52ReserveSiloFeedroll.Comms.CommsFault)","46"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FS52ReserveSiloOutfeedFan.Comms.CommsFault)","47"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(ChutefeedVentilators.Comms.CommsFault)","48"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(ChutefeedDeliveryRoll.Comms.CommsFault)","49"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(PLCCPComms.CommsFault)","50"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OBCPComms.CommsFault)","51"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(CCPComms.CommsFault)","52"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OB1RPComms.CommsFault)","53"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OB2RPComms.CommsFault)","54"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OB3RPComms.CommsFault)","55"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OB4RPComms.CommsFault)","56"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(OB5RPComms.CommsFault)","57"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(TH6RPComms.CommsFault)","58"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(TH7RPComms.CommsFault)","59"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH1RPComms.CommsFault)","60"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RH2RPComms.CommsFault)","61"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(VBORPComms.CommsFault)","62"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(FS52Comms.CommsFault)","63"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(CRP1Comms.CommsFault)","64"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(CRP2Comms.CommsFault)","65"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(ExitPLCComms.CommsFault)","66"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NQuery the station to retrieve the bitmapped status word on the Adapter.  The status is mapped into bits 12-15, so mask bits 0-11, and shift bits 12-15 to position 0-4 to convert the status into an integer value between 0 and 15.  Use this integer value to check the adapter status.$NIf the Current Status Code of the adapter is not equal to the predefined Normal state (Running=4), then set the Rack Status Fault bit.$N****","OTE(RedLionDSPComms.CommsFault)","67"
RCOMMENT,"MainProgram","CommunicationsCheck","****$NThis GSV instruction gets the value of the IO LED on the front of the processor.$N0-LED off No IO Modules Configured$N1-LED Flashing Red-No Modules Running$N2-LED Flashing Green-At least 1 Module not Running$N3-LED Solid Green-All Configured Modules Running$N****$NCheck I/O in PLC configuration to determine the problem module(s).$N****","COP(IOLEDDescriptions[IO_LEDStatus],CurrentIOStatus,1)","68"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","0"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","1"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","2"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","3"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","4"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","5"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","6"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","7"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","8"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","9"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","10"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","11"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","12"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","13"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","14"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","15"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","16"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","17"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","18"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","19"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","20"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","21"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","22"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","23"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","24"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","25"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","26"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","27"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","28"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","29"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","30"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","31"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","32"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","33"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","34"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","35"
RCOMMENT,"MainProgram","FastStopFaults","****$NA FAULT IS A CONDITION THAT WILL STOP THE LINE OR PREVENT IT FROM RUNNING!!!$N$NOnce a fault condition occurs, a timer is started.  If the timer gets done, a fault occurs and is latched in.$NThe fault will stay latched in until a reset is given.  Also, each time a new fault occurs (even after a reset, the$Nnew fault bit is latched.$N****","OTL(FastStopFaults.NewFault)","36"
